B_COUNTRY,N_weighted,N_respondents,Q64P,Q65P,Q66P,Q67P,Q68P,Q69P,Q70P,Q71P,Q72P,Q73P,Q74P,Q75P,Q76P,Q77P,Q78P,Q79P,Q80P,Q81P,Q82P,Q83P,Q84P,Q85P,Q86P,Q87P,Q88P,Q89P,Q292A,Q292B,Q292C,Q292D,Q292E,Q292F,Q292G,Q292H,Q292I,Q292K,Q292O,Q57P,Q58P,Q59P,Q60P,Q61P,Q62P,Q63P
586,1995.0,1995,3.846076458752515,3.717599596570852,2.5576719576719578,2.619762027935851,2.774121583937535,2.2182377049180326,2.7268518518518516,2.7092488502810426,2.2354166666666666,2.4878183831672205,2.5804077010192525,3.2751540041067764,2.6664893617021277,2.616461366181411,3.062794348508634,2.6222606689734715,2.575147928994083,2.7926345609065155,2.376770538243626,2.402877697841727,2.295364238410596,2.227146814404432,2.1307565789473686,2.4023383768913344,2.511000709723208,2.3508634222919937,,,,,,,,,,,,1.234967155128853,3.7007042253521125,3.0231504781077,3.1426403641881637,2.035007610350076,1.9255813953488372,1.8516746411483254
604,1399.9999998869998,1400,2.7791376499188463,2.2090306223779574,1.973116516419223,2.0115690755479414,1.7249320051469055,1.9282331307963416,1.4930463084863885,1.5390686770662063,1.3422633914211899,1.2850153516383573,1.4376828431381117,2.5974752539741033,1.754279238646187,1.9916568557661596,2.123467750683108,2.314575405408029,2.4194304845117074,2.372227599217839,2.141589629082984,2.179393256894645,1.6171108715168745,1.5643353266548397,,,,,,,,,,,,,,,,1.0417322232165194,3.616378221818402,2.1268849048672878,2.2027708151898704,1.5036979979640057,1.9041234807769836,1.6318129463321798
608,1200.0000182999997,1200,3.6353668897500286,3.058962067582496,2.9072884807988513,3.101745371233437,2.7687835565203254,3.1500738332163745,3.0826228729425016,3.1513297865722216,2.713500812481613,2.8571659316957203,2.969312022472486,3.1778984224807902,2.835353648672159,2.775867796021829,3.1072384651562226,3.0807213054915046,3.185307833971625,3.216381812245743,2.9019578818485994,2.9300982066559573,2.7530600766716034,2.744127388551581,2.5503101724106765,2.9403646898971605,3.1515452586140222,2.8687472964316556,2.9623560604190704,3.3205196275454094,3.1114649316351604,3.127650256603334,2.960884955819005,3.4246206822218492,2.9507604149917377,3.0526508884570744,2.869450596731325,2.9630581100175313,3.1957241466393738,1.0533988636538183,3.819197324559741,2.9091726508976175,2.9851899049734776,2.0778983405412172,2.3400332191186606,2.1085423892172286
630,1127.0,1127,2.9839715048975957,2.6812891674127126,2.13125,2.1493738819320214,1.8736462093862816,2.4905998209489706,2.2126126126126127,1.693620844564241,1.5004508566275925,1.655813953488372,1.760948905109489,3.224526600541028,1.8474114441416893,2.2730560578661843,2.471014492753623,2.920934411500449,2.9918845807033363,3.056007226738934,2.1630321910695742,2.5069252077562325,2.2053486150907355,2.212295869356388,2.215228426395939,2.220419847328244,2.7239488117001827,2.414364640883978,,,,,,,,,,,,1.17831541218638,3.5533807829181496,2.867437722419929,3.065836298932384,1.8983050847457628,2.631720430107527,2.5771992818671454
642,1257.000000002,1257,3.0075207781900555,2.955567946821169,2.083052447964901,2.1699769221933494,1.8733040614085796,2.4456001037618975,2.239001762740452,1.8326503131561236,1.5486195246287846,1.633400229777091,1.9660402939865624,2.6209551058844216,1.8662235598319972,2.039524480873579,1.9238606332172323,2.0937150168374017,2.2714958374860976,2.4120924773457366,2.3495586645839266,2.29025217267561,1.8661290285201435,2.2306050192158513,2.261646035167805,2.0409033650003576,2.3831036431692154,2.100146870229327,,,,,,,,,,,,1.1155176042743442,3.7429980276669483,2.385984150975769,2.656910834139147,1.7129752754247383,2.098210530058994,2.0218101127809525
643,1810.1417138279999,1810,2.752752840255422,3.0721310191533546,2.1731681607941042,2.304472846764156,2.1858285414397765,2.456555018645102,2.3959521204951253,2.522033896145997,2.126505938781186,2.2689603550597517,2.597311180982761,2.802258603646203,2.336456490428161,2.3026554501774967,2.3045666134525966,2.4713232407156003,2.4822168862968264,2.4635273653280407,2.248281258828295,1.9799607507965864,1.9717712913941186,2.0887362956553845,1.6827478594937213,1.9920263480288924,2.257184914457694,2.074272554507687,,,,,,,,,,,,1.2355712221143293,3.8215367532113027,2.848401780667071,2.950598457829185,1.947928140283622,2.215885452425448,2.241952209479386
688,1046.0,1046,2.646771037181996,2.745310957551826,1.8651574803149606,1.9637254901960783,1.8211297071129706,2.289525691699605,2.0657229524772496,1.9457523029682702,1.607621009268795,1.7604166666666667,1.914672216441207,2.4950396825396823,1.9305263157894736,2.1261171797418075,2.0533736153071502,2.2533062054933874,2.1692954784437433,2.2372372372372373,1.8331637843336723,1.7487019730010385,1.7246531483457843,1.6516613076098607,1.4994742376445847,1.7281153450051494,1.9607032057911065,1.8106139438085327,,,,,,,,,,,,1.1661807580174928,3.835101253616201,2.794088669950739,3.0443587270973964,2.0390625,2.4422507403751235,2.4383020730503455
702,2012.00000155,2012,2.677022684194005,3.0328002156708678,2.5727609249785237,2.590325689530073,2.530477628191057,3.1039484012586223,3.029311071448496,3.0022641919212347,2.5693361891947206,2.832312083779242,2.934236126475732,2.986854519593073,2.7892180254939385,2.608527534720531,2.9191352407298994,2.8067258620277844,2.729111215626825,2.6467728127834627,2.5702836646549647,2.5322384918463374,2.5626009538894405,2.6442814717595815,2.3867693709723543,2.5354886586457246,2.796236782972287,2.5954187796763653,,,,,,,,,,,,1.3462187064480788,3.76035964476934,2.844834355181122,3.1113999686888247,1.989217371630515,2.476293351015019,2.3712865099899507
703,1200.0000000109999,1200,2.4704722880557854,2.5809397634346634,2.1520277317279435,2.311229586114162,2.332481663190823,2.452145290512712,2.21051626765198,1.838669495379882,1.7926304429611335,1.8422469578441272,2.461718147483954,2.869006589866031,2.6105800655983358,2.462691173093079,2.568014617240604,2.4995425307943777,2.524346659861116,2.6481804159718547,2.4141707391329903,2.40354141551197,2.405372086310216,2.505100124849107,2.190557713123948,2.4525626641874316,2.470735514930137,2.3958143422840377,,,,,,,,,,,,1.2200527629033744,3.684500410183431,2.982822983827092,3.0061875014924437,2.1312498066874603,2.3980346034095534,2.2847163917636504
704,1200.0,1200,3.142375737152485,3.2240204429301533,2.871295512277731,3.0911371237458196,3.065047701647875,3.159798149705635,3.2008510638297873,3.297113752122241,3.2020287404902787,3.2693631669535286,2.980189491817399,3.177872340425532,3.082976903336185,2.9486062717770034,3.1396933560477,3.061962134251291,3.1539115646258504,3.0553191489361704,3.1218836565096955,3.1688432835820897,3.128805620608899,3.2388059701492535,3.0847665847665846,3.2103487064116987,3.3728813559322033,3.2701793721973096,3.1222123104371096,3.2371225577264653,3.2788374205267936,3.48861646234676,2.7066666666666666,2.9592559787422497,3.252017937219731,2.681159420289855,2.662748643761302,3.2046889089269612,3.5674955595026643,1.2766666666666666,3.9325,3.005,2.8666666666666667,2.1275,2.2683333333333335,2.1533333333333333
716,1215.0,1215,3.028830313014827,2.5399334442595674,2.1186868686868685,2.2663316582914574,2.4723874256584537,2.509075907590759,2.5074750830564785,2.4693708609271523,2.0142259414225943,2.3014950166112955,2.5041528239202657,3.1485477178423236,2.24729392173189,2.6627615062761505,2.4342762063227954,2.745531914893617,2.873534338358459,3.112769485903814,2.6978354978354977,2.8062283737024223,2.7675925925925924,2.7297047970479706,2.433333333333333,2.8315018315018317,3.2237885462555065,2.810138248847926,3.292929292929293,3.4410041841004184,2.7117497886728654,2.7313182199832076,3.0883838383838382,3.4346733668341707,2.588581024349286,3.2506307821698908,3.221940928270042,2.7784330244313393,2.9788672865595944,1.0214168039538716,3.724052718286656,2.7588769611890998,2.737015663643858,1.8744838976052849,2.4987572493786248,2.172901080631754
762,1200.0,1200,3.201219512195122,3.347750865051903,2.7908847184986594,3.022861981371719,2.7161016949152543,3.2018981880931836,3.170157068062827,3.4308736217133164,2.871559633027523,3.2772364924712134,3.124661246612466,3.1751951431049434,3.365748709122203,2.7449856733524354,2.9053461875547764,2.770038167938931,2.95532319391635,2.8134469696969697,2.776271186440678,2.8434504792332267,2.75765306122449,2.6390041493775933,2.152263374485597,2.8930041152263373,2.991471215351812,2.760514018691589,2.8733333333333335,3.111666666666667,3.243333333333333,3.7116666666666664,2.505,2.895,3.5825,2.430833333333333,2.6575,3.1758333333333333,3.8175,1.2058333333333333,3.941666666666667,3.0033333333333334,2.7425,1.5841666666666667,1.5758333333333334,1.7091666666666667
764,1499.890815113,1500,2.9663239110272963,2.655662846317928,2.581060972658842,2.648348824942316,2.589745366970951,2.5421781173214018,2.9095564696770295,2.582270809662425,2.335154929850959,2.5560883734903825,2.69701296573332,3.033780238771223,2.6683445791693376,2.6065899619691018,3.0696973661089197,2.814540457469688,2.8596819862201883,2.801878446081512,2.7623582358423437,2.711467624166419,2.7510390993778433,2.715404671364954,2.703923281292704,2.8209843841911106,2.8502517654191517,2.774354957676819,,,,,,,,,,,,1.3057333369685,3.8206965448169816,3.073575216889558,2.988589828596381,2.071443447998024,2.237285801164069,2.123382618664525
788,1208.0,1208,2.540722082283795,3.0521446593776282,2.0033898305084747,2.0661087866108785,1.9131205673758864,2.464255677039529,2.4511986301369864,1.5954391891891893,1.4362869198312236,1.4873096446700507,1.9718909710391823,2.4845890410958904,1.706792777300086,1.961913197519929,2.0323426573426575,2.305084745762712,2.265478424015009,2.4097605893186005,1.7475538160469668,1.5667976424361494,1.5446247464503042,1.701271186440678,1.5226519337016575,1.6438631790744467,2.1024590163934427,1.8606911447084233,,,,,,,,,,,,1.1424914675767919,3.6011656952539552,2.8006644518272426,2.7908713692946057,2.037375415282392,2.0645431684828166,2.0575959933222037
792,2415.0,2415,2.871374527112232,3.29581589958159,2.3326342281879193,2.415236500627878,2.383222958057395,3.184814351272424,2.9275544388609713,2.8636363636363638,2.4961799660441426,2.6328790459965927,2.6791648913506605,2.816580756013746,2.6517094017094016,2.4496527777777777,2.2938671209540034,2.510722100656455,2.609381850065761,2.598621877691645,2.1186514886164622,2.1310314298362107,2.0854545454545454,2.277151870211807,2.0713954566527586,2.182277318640955,2.4755656108597286,2.2372484791764156,,,,,,,,,,,,1.1426160337552742,3.7932034811438045,2.9858803986710964,2.775425487754255,1.9987541528239203,2.155613350671868,2.130116329168462
804,1288.999999947,1289,2.8917869698825687,2.9017581205325746,2.078801342703506,2.1011973657414367,1.9751544897631639,2.1938463037718994,1.8474746497370103,1.842207278967825,1.7747334323816444,1.7638641777675619,2.160149297181915,2.5036073280186253,2.266158095063808,2.2839244652894135,2.130878915133054,2.2952241219306617,2.3717894655529403,2.5149912171078603,2.406290282479629,2.5339256726823924,2.138547499686041,2.315741339366804,2.2376414519891377,2.214616329633991,2.422329461630902,2.349050425130212,,,,,,,,,,,,1.3089173160834835,3.7641655823713522,2.8667105820485888,2.8229446726297645,2.0529805265375862,2.3762042422831824,2.390847779145027
818,1200.0,1200,2.9735720375106562,,1.594746716697936,1.9452054794520548,1.605849582172702,,,,1.298745724059293,1.540485829959514,1.9053926206244087,2.0447941888619856,,2.074412532637076,2.6981541802388707,1.6769456681350954,1.8003169572107764,2.4919441460794842,1.7182235834609494,1.284497444633731,1.4210526315789473,1.5591939546599496,1.200657894736842,1.5301724137931034,1.9313131313131313,1.575197889182058,,,,,,,,,,,,1.073517126148705,3.9266666666666667,3.190158465387823,3.3402835696413677,1.903523489932886,2.464406779661017,1.8507067137809188
826,2609.000000287,2609,2.3605497800120623,3.116186691226932,1.8319146343107657,2.109662595730048,2.3029723049250035,2.7775420710023386,2.7620113199619496,1.9866741843868159,1.8783867842572715,2.0030906905681927,2.490079766117015,2.857827782226672,2.5838320631107967,2.306058198184632,2.548585047515175,2.746105971850177,2.8604297515090984,2.8929931629792858,2.3293397871622212,2.5751224376718693,2.31816499601874,2.541781531076813,2.7092309341080525,2.3847207185740675,2.8642309338333773,2.5068578025158317,,,,,,,,,,,,1.4612536538765906,3.777967181332606,3.034750740247834,3.4740630740976806,2.4570449678118558,2.9654533042845297,2.9858415405543415
840,2596.00000001,2596,2.5555363981467942,3.1126324686303795,2.111117813131317,2.0835233116152296,2.229868984560136,2.830896879074262,2.6232367027737964,2.1276014367100187,1.887837262229537,1.9299141158108961,2.356092483620631,2.5430527075580684,2.313225197469002,2.2007881379287766,2.3722407160870236,2.556670013824755,2.573741681636332,2.6938878858435413,2.268376573963254,2.368653083499451,2.1823802559175647,2.261607426691389,2.4492988891965637,2.2117084087975343,2.552988420219873,2.2686364791466658,,,,,,,,,,,,1.3718209032083428,3.5281046824281432,2.7643884202751203,3.1917932161512947,2.2301934737031806,2.7865463597163345,2.776338017232631
858,999.9999999979999,1000,2.209397886315145,2.5678881718965205,2.052882767299175,2.00284407371605,1.9889016472333318,2.91323776999144,2.7281947475920565,2.5590373065991803,2.0226487987054433,2.3430993867137833,2.505473078197172,3.3475247582766046,2.989803403035121,2.456923453024364,2.778783081863898,2.916268484813683,2.9773234086512366,3.0547495293856812,2.2577883360140603,2.418743347520345,2.196467726088757,2.3843669709262523,2.0882621883447756,2.316237356855598,2.9927762057932283,2.5145162160626082,,,,,,,,,,,,1.145690172991369,3.5804304047499125,2.6365877302595098,2.954414828429142,1.803074813333237,2.2779277553090282,2.27925675103304
860,1250.0,1250,3.3165584415584415,3.607890499194847,2.879032258064516,2.861513687600644,2.734929810074319,3.261501210653753,3.1492659053833605,3.2851340373679934,2.8517298187808895,3.043010752688172,3.0965125709651256,2.9991902834008095,3.036065573770492,2.779253112033195,2.864227642276423,2.6985726280436606,2.878457669740151,2.77427597955707,2.967798085291558,2.9648814749780508,2.8189189189189188,2.852994555353902,2.616022099447514,2.8389140271493214,2.93368700265252,2.8221814848762605,,,,,,,,,,,,1.3471074380165289,3.8097913322632424,2.8004827031375705,2.572925060435133,1.8139723801787164,1.9830508474576272,2.0972104818258663
862,1190.0,1190,2.946218487394958,1.884873949579832,2.0428571428571427,2.1546218487394957,1.622689075630252,1.718487394957983,1.7521008403361344,1.6907563025210084,1.6277310924369748,1.6605042016806724,1.7529411764705882,2.6403361344537815,1.8319327731092436,2.2663865546218487,2.302521008403361,2.3336134453781514,2.4596638655462186,2.477310924369748,1.8747899159663866,1.9294117647058824,1.8711151736745886,1.866916588566073,1.7887189292543022,1.9299539170506912,2.4281984334203655,2.054005400540054,3.5831932773109245,3.7831932773109243,2.584873949579832,2.553781512605042,3.2554621848739496,3.577310924369748,2.5285714285714285,3.410924369747899,3.5588235294117645,2.8663865546218488,2.7058823529411766,1.142016806722689,3.642016806722689,2.6218487394957983,2.5747899159663867,1.7478991596638656,2.157142857142857,1.9983193277310924
909,447.00000000200004,447,2.41613324208023,2.7752722062582365,1.8469134861913596,2.0408464857550226,2.4281135866609844,2.7494358686686287,2.7400400345688887,1.8554116598017252,1.7439665204572397,1.7878919196397907,2.55872869821326,2.9387117410865478,2.4561616760155496,2.2204521711535032,2.454584376920308,2.771547849212504,2.9272619202234234,2.7825339108958707,2.367029004498592,2.570518396739637,2.2330807001248916,2.5478411096384197,2.6512225893378254,2.279114969137716,2.8378241494446392,2.408465573375785,,,,,,,,,,,,1.3980109680255286,3.7863367226175204,3.1660663596849075,3.486902836469654,2.400402613632666,3.006362434820758,2.9152492677738633
